Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54
highN4C5	(1, 33.17334819911435)	(2, 32.999882019987034)	(3, 33.082543744283136)	(4, 33.19960535432094)	(5, 32.64534627385101)	(6, 33.06818089945841)	(7, 33.24669581574972)	(8, 31.690237383674855)	(9, 32.43185760175835)	(10, 31.459878216466848)	(12, 30.99057238340567)	(14, 28.651385804148042)	(16, 33.19183275988577)	(18, 29.66303686109625)	(20, 33.395378203567006)	(22, 25.94752421620692)	(24, 29.906147070530103)	(26, 28.92435925413205)	(28, 29.006681910542504)	(30, 33.067757582303315)	(32, 28.98372431068024)	(34, 25.15738097332649)	(36, 27.525761947155573)	(38, 32.44563096342348)	(40, 32.579411737639376)	(42, 32.605556134377736)	(44, 32.61009970397126)	(46, 32.607313397019894)	(48, 32.653759015980036)	(50, 32.617731140870646)	(52, 32.615021697502144)	(54, 32.67254843507419)	(56, 32.90800749422794)	(58, 33.24907088612509)	(60, 33.42704214863649)	(62, 32.96138429403974)	(64, 33.300562783514415)	(66, 32.826905562566964)	(68, 28.49296354931502)	(70, 32.97986715448437)	(72, 32.96561675763333)	(74, 24.084524974527035)	(76, 29.30523946197983)	(78, 24.832462730813326)	(80, 24.93522960845023)	(82, 24.732501788806168)	(84, 28.03456371227316)	(86, 29.39749857482198)	(88, 31.100034050282233)	(90, 28.494738704061156)	(92, 30.40469778475299)	(94, 30.021349034937252)	(96, 30.737964680970713)	(98, 28.535847869503755)	(100, 32.16771093724637)
highN4C6	(1, 33.21333743032482)	(2, 33.01696097041264)	(3, 33.1169371351117)	(4, 33.215236213575785)	(5, 32.65740746590547)	(6, 33.08624015925537)	(7, 33.27780671863002)	(8, 31.675086267500472)	(9, 32.360779646843135)	(10, 31.47731871340491)	(12, 31.060675040381575)	(14, 28.78721116208282)	(16, 33.23061999350122)	(18, 29.773908237911243)	(20, 33.418974417614024)	(22, 25.96997284646948)	(24, 29.895782817496666)	(26, 28.92540361869887)	(28, 28.955621135615917)	(30, 33.097663284979845)	(32, 28.996849756072763)	(34, 25.067672897742185)	(36, 27.541717431248745)	(38, 32.4934214318387)	(40, 32.62654313287001)	(42, 32.67005329021981)	(44, 32.6674986911037)	(46, 32.658358113380274)	(48, 32.718034272876004)	(50, 32.67075785661271)	(52, 32.67636573584955)	(54, 32.721116298965526)	(56, 32.96483566527664)	(58, 33.268454521258704)	(60, 33.448966168642315)	(62, 32.96085234181102)	(64, 33.307046091974016)	(66, 32.83599580987904)	(68, 28.471985791095744)	(70, 33.00034106890207)	(72, 32.99930300057838)	(74, 24.11030259057079)	(76, 29.34286408819022)	(78, 24.854151103577276)	(80, 24.932340872555343)	(82, 24.733936803803104)	(84, 28.092298412090443)	(86, 29.422601334257386)	(88, 31.123055515582585)	(90, 28.508389082446488)	(92, 30.389517168140735)	(94, 30.05267501674412)	(96, 30.732766713007585)	(98, 28.545489151280176)	(100, 32.14525032663196)
highN4C7	(1, 33.201902125550816)	(2, 33.025578624664405)	(3, 33.11336979924716)	(4, 33.22912461734654)	(5, 32.671860747371326)	(6, 33.06632909540447)	(7, 33.268126860591984)	(8, 31.680405087140837)	(9, 32.36115720321443)	(10, 31.448560415612334)	(12, 31.024992746197775)	(14, 28.71171335054575)	(16, 33.21911036000341)	(18, 29.719079240847705)	(20, 33.41104253057071)	(22, 25.965323716361027)	(24, 29.916936985047997)	(26, 28.921466299547454)	(28, 28.97619475510995)	(30, 33.045007112353645)	(32, 28.984592146108323)	(34, 25.133809157642002)	(36, 27.550500650224194)	(38, 32.469056050703635)	(40, 32.606855379854316)	(42, 32.63278437556073)	(44, 32.652153195463534)	(46, 32.6528793906202)	(48, 32.69789303573714)	(50, 32.66381039278615)	(52, 32.63781848351134)	(54, 32.696413928111994)	(56, 32.94129842748941)	(58, 33.2568843978394)	(60, 33.44678274834552)	(62, 32.98399554687426)	(64, 33.30714888828243)	(66, 32.84196877344286)	(68, 28.466088293335815)	(70, 33.00993222435867)	(72, 32.99147354255925)	(74, 24.100942535298103)	(76, 29.306820797357847)	(78, 24.837792438033567)	(80, 24.927473513238336)	(82, 24.72877216102478)	(84, 28.043787468731516)	(86, 29.395721647499542)	(88, 31.113383178812963)	(90, 28.485792323297883)	(92, 30.447742400316443)	(94, 30.057772047409564)	(96, 30.72703266904127)	(98, 28.563740921290176)	(100, 32.16922502118076)
highN4C8	(1, 33.168725860467106)	(2, 32.98847300439848)	(3, 33.081096313119126)	(4, 33.181854029451536)	(5, 32.624524183520776)	(6, 33.04001554995166)	(7, 33.2358721273314)	(8, 31.621537165225593)	(9, 32.31984081663781)	(10, 31.4275438973255)	(12, 30.997265049833324)	(14, 28.704324302304734)	(16, 33.199489789129444)	(18, 29.714936471139744)	(20, 33.393618691318856)	(22, 25.954257264207875)	(24, 29.904834528174717)	(26, 28.925457584294207)	(28, 28.99776877109496)	(30, 33.08168042993529)	(32, 29.00428951473733)	(34, 25.11073636914665)	(36, 27.542896629790377)	(38, 32.456845240082316)	(40, 32.57093065695989)	(42, 32.61080381518274)	(44, 32.6080356150458)	(46, 32.59795331929629)	(48, 32.65443414643501)	(50, 32.61235777909987)	(52, 32.615465496125395)	(54, 32.66462933806264)	(56, 32.91737750072312)	(58, 33.256088305873355)	(60, 33.43853143337435)	(62, 32.95094351272225)	(64, 33.300869233878245)	(66, 32.83358870803272)	(68, 28.498606447576336)	(70, 33.00754842037327)	(72, 32.98292252981212)	(74, 24.09551747335432)	(76, 29.320940481676594)	(78, 24.853153483623466)	(80, 24.94271110452698)	(82, 24.71277985046703)	(84, 28.059286957505222)	(86, 29.398140365322107)	(88, 31.118875914038046)	(90, 28.50165704277677)	(92, 30.41852196072125)	(94, 30.050438960418717)	(96, 30.732237504494158)	(98, 28.589322157012745)	(100, 32.15759941449134)
highN4D1	(1, 33.1956145865755)	(2, 33.016039403263434)	(3, 33.10654687404414)	(4, 33.19535302063579)	(5, 32.628798011980365)	(6, 33.05139592387418)	(7, 33.242772671752256)	(8, 31.60540977799309)	(9, 32.30247568563633)	(10, 31.380089950965246)	(12, 30.951992970534015)	(14, 28.6042692095986)	(16, 33.20045165283045)	(18, 29.632034129334507)	(20, 33.39748765381546)	(22, 25.923275868200776)	(24, 29.89267213436913)	(26, 28.977917519774287)	(28, 29.03199393579925)	(30, 33.07274921319076)	(32, 29.005708153561933)	(34, 25.063781418986746)	(36, 27.54280473548759)	(38, 32.44310039252957)	(40, 32.571357599642454)	(42, 32.59555310424204)	(44, 32.57597108698322)	(46, 32.56394354370627)	(48, 32.602224764562266)	(50, 32.546687521064314)	(52, 32.56209119475919)	(54, 32.632546178154044)	(56, 32.901657808080486)	(58, 33.23303408812867)	(60, 33.421895301752286)	(62, 32.88876973747968)	(64, 33.283936508404395)	(66, 32.773613370566196)	(68, 28.579646732700247)	(70, 32.93932918073244)	(72, 32.93857291192621)	(74, 24.002444846437164)	(76, 28.805791608812463)	(78, 24.792643719353833)	(80, 24.92403541067314)	(82, 24.57185684213258)	(84, 28.386947258351206)	(86, 29.55276534439877)	(88, 31.188946893846804)	(90, 28.483961056979453)	(92, 30.421376548627844)	(94, 30.05234004676842)	(96, 30.71544969831914)	(98, 28.64155765701487)	(100, 32.100089259149065)
highN4D2	(1, 33.149401975823366)	(2, 32.99756422637248)	(3, 33.06946564166144)	(4, 33.1796232478921)	(5, 32.586347458088916)	(6, 33.01539398220342)	(7, 33.21152920343395)	(8, 31.550872155553563)	(9, 32.25300521125901)	(10, 31.318133735687365)	(12, 30.879206534171313)	(14, 28.48416989041496)	(16, 33.185857341496785)	(18, 29.536653592942606)	(20, 33.37907443002683)	(22, 25.96293417956249)	(24, 29.90926104045529)	(26, 28.972682699799716)	(28, 29.001101253865272)	(30, 33.01143628450366)	(32, 28.986919855126025)	(34, 25.139708537283965)	(36, 27.505416452928216)	(38, 32.38889656772284)	(40, 32.52463614076848)	(42, 32.538622558823945)	(44, 32.54103526914131)	(46, 32.54558490694209)	(48, 32.57375444197377)	(50, 32.531540123004326)	(52, 32.52638826099866)	(54, 32.611060468369374)	(56, 32.87174180275174)	(58, 33.22056383394026)	(60, 33.410445347313555)	(62, 32.877197342846046)	(64, 33.26864263540368)	(66, 32.77454174007272)	(68, 28.561839554973297)	(70, 32.945762458184774)	(72, 32.92555979106719)	(74, 23.99731538204056)	(76, 28.758854361253647)	(78, 24.756746851110385)	(80, 24.89566232978628)	(82, 24.541780614094257)	(84, 28.366652098556)	(86, 29.548561815348002)	(88, 31.146122706696115)	(90, 28.476095166960157)	(92, 30.409075861064245)	(94, 30.04052468338733)	(96, 30.707584006627187)	(98, 28.626865020213017)	(100, 32.09977936829152)
highN4D3	(1, 33.20335278706594)	(2, 33.01938216919401)	(3, 33.111382284353525)	(4, 33.19516001003533)	(5, 32.640389173520376)	(6, 33.05460156939874)	(7, 33.25351355553188)	(8, 31.652148627561626)	(9, 32.31064512706026)	(10, 31.40775310118456)	(12, 30.98481952578331)	(14, 28.653976547241648)	(16, 33.20929826601321)	(18, 29.67343063457051)	(20, 33.40358087701753)	(22, 25.944335994261913)	(24, 29.875998604800017)	(26, 28.966387980670206)	(28, 29.01279339141119)	(30, 33.08421205494223)	(32, 29.014845266182274)	(34, 25.00238546332435)	(36, 27.584805941551878)	(38, 32.46480077801908)	(40, 32.59853844536799)	(42, 32.62899700510721)	(44, 32.61332775585798)	(46, 32.60125468307539)	(48, 32.6504542221339)	(50, 32.5911299114463)	(52, 32.59179942553117)	(54, 32.665879370850156)	(56, 32.923839774115734)	(58, 33.23951688836638)	(60, 33.42734338697716)	(62, 32.88150652106606)	(64, 33.280738432642195)	(66, 32.772210808449856)	(68, 28.569445723925586)	(70, 32.93892965135444)	(72, 32.92978677748192)	(74, 24.00145311460644)	(76, 28.782874258399996)	(78, 24.770372133063816)	(80, 24.9016129414127)	(82, 24.55185135236821)	(84, 28.414789670244268)	(86, 29.564138347713246)	(88, 31.175604823215263)	(90, 28.478807392632387)	(92, 30.412945093807686)	(94, 30.064540367399417)	(96, 30.700272694523488)	(98, 28.657988494837674)	(100, 32.08730729858204)
highN4D4	(1, 33.14349065509308)	(2, 32.984741844432115)	(3, 33.05333950807862)	(4, 33.20158578685902)	(5, 32.634248318317475)	(6, 33.05337304529531)	(7, 33.21025726426798)	(8, 31.631476255231643)	(9, 32.40751401146927)	(10, 31.452823196288808)	(12, 30.902601116278404)	(14, 28.48197040665787)	(16, 33.15100253375496)	(18, 29.544401805774825)	(20, 33.361471365063466)	(22, 25.9151844788169)	(24, 29.85113636550144)	(26, 28.983075747712462)	(28, 29.014059438206257)	(30, 33.02266283191412)	(32, 28.99860765090348)	(34, 25.21147850070815)	(36, 27.444544075958184)	(38, 32.38017974803259)	(40, 32.500217270531785)	(42, 32.52358728522826)	(44, 32.516809197394444)	(46, 32.511668295744975)	(48, 32.53669902878664)	(50, 32.47630755874533)	(52, 32.471279363479326)	(54, 32.555806143159174)	(56, 32.845859239587156)	(58, 33.20604155907964)	(60, 33.389837106609605)	(62, 32.82810266981659)	(64, 33.240805011291755)	(66, 32.6802783697985)	(68, 28.64438443305067)	(70, 32.799398217775405)	(72, 32.84165447848129)	(74, 24.022571731744712)	(76, 28.836929440310048)	(78, 24.755938678878834)	(80, 24.889417931100414)	(82, 24.520115339641166)	(84, 28.31700791146148)	(86, 29.56106675960902)	(88, 31.148611775951906)	(90, 28.518038782380895)	(92, 30.402549512509832)	(94, 30.041985121084117)	(96, 30.687757218149738)	(98, 28.579333256093918)	(100, 32.095058621981906)
highN4D5	(1, 33.156434068443446)	(2, 33.00298680248991)	(3, 33.074383905454596)	(4, 33.18934244229399)	(5, 32.620300597683645)	(6, 33.05933806636849)	(7, 33.22721585287114)	(8, 31.64151909468188)	(9, 32.39797976260044)	(10, 31.3962588595726)	(12, 30.90647210327153)	(14, 28.505734717439953)	(16, 33.1663822936374)	(18, 29.55803294489937)	(20, 33.37790858339089)	(22, 25.92010929379392)	(24, 29.887588937577938)	(26, 28.96995941587042)	(28, 29.042579731711378)	(30, 33.04905819519651)	(32, 28.99150416285604)	(34, 25.12397661794595)	(36, 27.50814886560444)	(38, 32.41108382262739)	(40, 32.538905531214205)	(42, 32.562375834253544)	(44, 32.54829234986467)	(46, 32.5411399715712)	(48, 32.570511925196115)	(50, 32.52254641430484)	(52, 32.51288393873709)	(54, 32.59283968806158)	(56, 32.86205439109187)	(58, 33.20926519287481)	(60, 33.398890367399794)	(62, 32.86337038587469)	(64, 33.26035826802733)	(66, 32.74750909125067)	(68, 28.57999695210395)	(70, 32.8951401993404)	(72, 32.90433860518818)	(74, 23.988830005411117)	(76, 28.775636068301743)	(78, 24.74077787923443)	(80, 24.904044058704763)	(82, 24.538840255272618)	(84, 28.363741051794563)	(86, 29.528785334816554)	(88, 31.111684643837613)	(90, 28.48941949860803)	(92, 30.349123516932895)	(94, 30.014341478352065)	(96, 30.686262191059186)	(98, 28.58252410529159)	(100, 32.11618234761438)
highN4D6	(1, 33.170905445239754)	(2, 33.010154543027404)	(3, 33.087545019805994)	(4, 33.204102500767355)	(5, 32.62735315324805)	(6, 33.041912312246865)	(7, 33.23357999308923)	(8, 31.578884755933657)	(9, 32.28748914228477)	(10, 31.349968520682978)	(12, 30.91603388268119)	(14, 28.52946834933533)	(16, 33.19685754454669)	(18, 29.573326126109286)	(20, 33.39333215885626)	(22, 25.946997148827663)	(24, 29.89524664127616)	(26, 28.96930099227143)	(28, 29.00835707443585)	(30, 33.02687215566476)	(32, 28.982058152092073)	(34, 25.10162650620768)	(36, 27.511444066055503)	(38, 32.42870599538464)	(40, 32.56520438112583)	(42, 32.57879307736094)	(44, 32.58477163168632)	(46, 32.58745069140808)	(48, 32.61763810801318)	(50, 32.57204834735462)	(52, 32.56695316163376)	(54, 32.64009638468709)	(56, 32.893243442546165)	(58, 33.230674471918455)	(60, 33.42036787737018)	(62, 32.89358213213399)	(64, 33.28344457789639)	(66, 32.785630714246764)	(68, 28.54981836361644)	(70, 32.94727352036628)	(72, 32.94131471843629)	(74, 24.008395903806388)	(76, 28.811908926273958)	(78, 24.7741044525705)	(80, 24.900933844771323)	(82, 24.539546212997223)	(84, 28.423257772103327)	(86, 29.57290569304417)	(88, 31.17199444653366)	(90, 28.519214705514642)	(92, 30.42938366281857)	(94, 30.06212363979536)	(96, 30.72258891545338)	(98, 28.66718970596375)	(100, 32.100095255822104)
